LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
PALMEIRA DOS INDIOS;04/01/2024;700;23,6;24,1;23,6;97;97;94;980,7;980,7;980,4;1,6;119;3,7;;0
PALMEIRA DOS INDIOS;04/01/2024;800;23,7;23,8;23,5;95;97;95;981,1;981,1;980,7;2,7;126;4,3;;0
PALMEIRA DOS INDIOS;04/01/2024;900;25,7;25,8;23,7;83;95;83;981,5;981,5;981,1;1,7;61;5;186,9;0
PALMEIRA DOS INDIOS;04/01/2024;1000;27,5;27,6;25,7;76;83;76;981,9;981,9;981,5;3,5;60;8,1;1087,9;0
PALMEIRA DOS INDIOS;04/01/2024;1100;29,5;29,8;27,5;66;76;66;982,1;982,2;981,9;3,8;40;8,1;1900,7;0
PALMEIRA DOS INDIOS;04/01/2024;1200;31,1;31,1;29,3;61;66;61;982,2;982,3;982,1;2,1;88;7,1;2599,3;0
PALMEIRA DOS INDIOS;04/01/2024;1300;32,6;33,1;30,6;55;63;54;981,7;982,2;981,7;1,7;69;7,1;3128;0
PALMEIRA DOS INDIOS;04/01/2024;1400;34,3;34,4;32,2;52;56;51;980,9;981,7;980,9;2,8;72;8,3;3884,9;0
PALMEIRA DOS INDIOS;04/01/2024;1500;33,4;34,8;33,3;51;53;48;980,2;980,9;980,2;3,2;67;6,6;3259,7;0
PALMEIRA DOS INDIOS;04/01/2024;1600;36,2;36,2;33,2;43;52;43;979,2;980,2;979,2;2,2;66;6,2;3244,8;0
PALMEIRA DOS INDIOS;04/01/2024;1700;36,1;36,4;34,4;41;46;41;978,1;979,2;978,1;3,2;66;7,6;2925,9;0
PALMEIRA DOS INDIOS;04/01/2024;1800;35,8;36,7;34,7;42;44;40;977,6;978,1;977,6;2,8;52;8,4;2126,1;0
PALMEIRA DOS INDIOS;04/01/2024;1900;35,5;36,3;34,7;41;42;40;977,4;977,6;977,4;2,7;69;7,8;1667,5;0
PALMEIRA DOS INDIOS;04/01/2024;2000;32,2;35,5;32,2;63;63;41;977,7;977,7;977,4;6,6;60;11,2;725,2;0
PALMEIRA DOS INDIOS;04/01/2024;2100;30,1;32,2;30,1;70;70;63;978,3;978,3;977,7;4,4;89;11,2;112,8;0
PALMEIRA DOS INDIOS;04/01/2024;2200;28,7;30,1;28,7;75;75;71;979,1;979,1;978,3;5,1;75;9,4;;0
PALMEIRA DOS INDIOS;04/01/2024;2300;27,8;28,7;27,8;79;79;75;979,8;979,8;979,1;4,9;70;8,4;;0
PALMEIRA DOS INDIOS;05/01/2024;0;27,3;27,8;27,3;81;81;79;980,3;980,4;979,7;5,1;71;9,1;;0
PALMEIRA DOS INDIOS;05/01/2024;100;26,6;27,3;26,6;84;84;81;980,7;980,7;980,3;4,4;83;8,7;;0
PALMEIRA DOS INDIOS;05/01/2024;200;26,3;26,6;26,3;83;84;83;980,6;980,8;980,6;3,7;86;8;;0
PALMEIRA DOS INDIOS;05/01/2024;300;25,8;26,3;25,8;84;84;83;980,1;980,6;980,1;2,6;81;6;;0
PALMEIRA DOS INDIOS;05/01/2024;400;25,6;25,8;25,6;83;84;83;979,9;980,1;979,9;2,3;70;4,9;;0
PALMEIRA DOS INDIOS;05/01/2024;500;25,4;25,7;25,4;84;84;82;979,4;979,9;979,4;3,3;43;7,7;;0
PALMEIRA DOS INDIOS;05/01/2024;600;25;25,4;25;87;87;84;978,8;979,4;978,8;6,3;36;11,4;;0
PALMEIRA DOS INDIOS;05/01/2024;700;24,9;25;24,8;86;87;86;979,3;979,3;978,8;5,7;43;11,2;;0
PALMEIRA DOS INDIOS;05/01/2024;800;24,8;24,9;24,7;86;86;86;980;980;979,3;5,7;39;11,3;;0
PALMEIRA DOS INDIOS;05/01/2024;900;25,4;25,4;24,8;84;86;84;980,5;980,5;980;5,5;49;11,3;172;0
PALMEIRA DOS INDIOS;05/01/2024;1000;27,2;27,2;25,4;76;84;76;980,9;980,9;980,5;5,3;41;11,2;972;0
PALMEIRA DOS INDIOS;05/01/2024;1100;30,3;30,3;27,2;63;76;63;981,1;981,1;980,9;3,9;66;9,7;1870;0
PALMEIRA DOS INDIOS;05/01/2024;1200;32,4;32,7;30,3;51;63;50;980,7;981,1;980,6;3,8;80;8,9;2547,6;0
PALMEIRA DOS INDIOS;05/01/2024;1300;33,9;34;32,3;47;52;47;980,2;980,7;980,2;3,7;65;8,5;3245;0
PALMEIRA DOS INDIOS;05/01/2024;1400;34,8;35,4;33,7;45;49;44;979,6;980,2;979,6;3;66;7,6;3636,5;0
PALMEIRA DOS INDIOS;05/01/2024;1500;36;36,8;34,3;42;46;41;978,8;979,6;978,8;2,8;60;6,7;3472,7;0
PALMEIRA DOS INDIOS;05/01/2024;1600;37,3;37,3;35,2;39;44;39;977,8;978,9;977,8;1,1;79;5,9;3233,4;0
PALMEIRA DOS INDIOS;05/01/2024;1700;36,6;37,6;35,3;38;42;38;976,6;977,8;976,6;1,5;7;6,8;2499,3;0
PALMEIRA DOS INDIOS;05/01/2024;1800;37,2;37,8;36,6;39;40;38;976,2;976,6;976,1;4;80;8,5;2746,9;0
PALMEIRA DOS INDIOS;05/01/2024;1900;35,6;37,7;35,5;42;42;39;976;976,2;976;4,5;63;8,5;1354,3;0
PALMEIRA DOS INDIOS;05/01/2024;2000;34,8;36,2;34,8;43;43;41;976,2;976,2;975,9;4,2;94;8,3;917,1;0
PALMEIRA DOS INDIOS;05/01/2024;2100;31,6;34,8;31,6;66;66;43;977;977;976,2;4,4;64;8;119,2;0
PALMEIRA DOS INDIOS;05/01/2024;2200;29,5;31,6;29,5;73;73;65;977,9;977,9;977;4;124;8;;0
PALMEIRA DOS INDIOS;05/01/2024;2300;28,1;29,5;28,1;79;79;73;979,1;979,1;977,9;4,4;91;7,8;;0
PALMEIRA DOS INDIOS;06/01/2024;0;27,1;28,1;27,1;82;82;79;979,6;979,6;979,1;3,5;55;7,6;;0
PALMEIRA DOS INDIOS;06/01/2024;100;26,4;27,1;26,4;84;84;82;979,7;979,9;979,6;4,5;81;7,5;;0
PALMEIRA DOS INDIOS;06/01/2024;200;26;26,4;25,9;85;86;84;979,5;979,7;979,5;2,6;66;7,3;;0
PALMEIRA DOS INDIOS;06/01/2024;300;25,5;26,2;25,5;84;85;83;979,3;979,5;979,3;3,2;132;6,7;;0
PALMEIRA DOS INDIOS;06/01/2024;400;25,2;25,6;25,2;84;84;83;979,3;979,3;979,1;4,1;71;7,1;;0
PALMEIRA DOS INDIOS;06/01/2024;500;24,5;25,2;24,5;88;89;84;979,3;979,4;979,2;4,6;75;9,2;;0
PALMEIRA DOS INDIOS;06/01/2024;600;24,6;24,8;24,5;86;88;85;979,4;979,5;979,2;3,2;58;9,8;;0
PALMEIRA DOS INDIOS;06/01/2024;700;24,7;24,7;24,6;85;86;85;979,7;979,7;979,4;3,2;56;7,9;;0
PALMEIRA DOS INDIOS;06/01/2024;800;24,4;24,8;24,3;87;87;85;980,2;980,2;979,7;3,3;49;8,9;;0
PALMEIRA DOS INDIOS;06/01/2024;900;25,3;25,3;24,4;84;87;84;980,9;981;980,2;2,9;27;8,6;145,2;0
PALMEIRA DOS INDIOS;06/01/2024;1000;27,5;27,5;25,3;77;84;77;981,4;981,4;980,9;3,7;52;9,6;960,5;0
PALMEIRA DOS INDIOS;06/01/2024;1100;29,3;29,6;27,4;66;76;65;981,7;981,8;981,4;5;76;10,3;1838,2;0
PALMEIRA DOS INDIOS;06/01/2024;1200;31,1;31,2;29,3;57;67;57;981,6;981,7;981,5;5,9;83;10,3;2641,3;0
PALMEIRA DOS INDIOS;06/01/2024;1300;32,2;32,9;30,9;53;58;50;981,2;981,7;981,1;5,5;70;10,1;3249,9;0
PALMEIRA DOS INDIOS;06/01/2024;1400;34,6;34,6;32,2;46;53;46;980,4;981,2;980,4;3,7;63;9,7;3615,9;0
PALMEIRA DOS INDIOS;06/01/2024;1500;35;35,3;33,8;43;48;41;979,6;980,4;979,6;4;69;8,4;3664,2;0
PALMEIRA DOS INDIOS;06/01/2024;1600;35,7;36;34;41;45;39;978,5;979,6;978,5;4;65;8,3;3370;0
PALMEIRA DOS INDIOS;06/01/2024;1700;36,1;36,5;34,7;40;41;38;977,5;978,5;977,5;3,6;68;12,5;3089,8;0
PALMEIRA DOS INDIOS;06/01/2024;1800;36;36,9;35,5;41;41;39;977;977,5;977;4;62;8,8;2754,1;0
PALMEIRA DOS INDIOS;06/01/2024;1900;34,7;36,7;34,3;43;44;39;976,8;977,1;976,8;4;69;8,7;1310,2;0
PALMEIRA DOS INDIOS;06/01/2024;2000;33,3;35,1;33,3;52;52;42;977,4;977,4;976,9;4,3;67;8,9;990,1;0
PALMEIRA DOS INDIOS;06/01/2024;2100;30,7;33,3;30,7;60;60;52;978,1;978,1;977,4;4,6;78;9,2;130,8;0
PALMEIRA DOS INDIOS;06/01/2024;2200;29;30,7;29;73;73;60;979,3;979,3;978,1;3,1;121;7,6;;0
PALMEIRA DOS INDIOS;06/01/2024;2300;27,4;29;27,4;80;80;73;979,9;979,9;979,2;3,6;102;6,7;;0
PALMEIRA DOS INDIOS;07/01/2024;0;26,3;27,4;26,3;85;85;80;980,4;980,4;979,9;3;69;7,1;;0
PALMEIRA DOS INDIOS;07/01/2024;100;25,3;26,3;25,3;90;90;85;980,2;980,4;980,1;2,7;42;5,2;;0
PALMEIRA DOS INDIOS;07/01/2024;200;24,8;25,3;24,8;90;90;90;979,8;980,3;979,8;3,3;127;7,5;;0
PALMEIRA DOS INDIOS;07/01/2024;300;24,6;24,8;24,6;89;90;88;979,4;979,8;979,3;2,1;59;5,7;;0
PALMEIRA DOS INDIOS;07/01/2024;400;24,5;25;24,5;88;89;85;978,9;979,4;978,9;3;54;8;;0
PALMEIRA DOS INDIOS;07/01/2024;500;23,8;24,5;23,8;91;91;88;979,1;979,1;978,9;1,9;79;5,4;;0
PALMEIRA DOS INDIOS;07/01/2024;600;23,4;23,9;23,3;90;91;88;979,2;979,3;979,1;3,4;64;7,3;;0
PALMEIRA DOS INDIOS;07/01/2024;700;23,2;23,6;23,2;89;90;87;979,5;979,6;979,2;2,3;73;6,5;;0
PALMEIRA DOS INDIOS;07/01/2024;800;23;23,4;23;88;89;87;979,9;979,9;979,5;1,1;62;5,3;;0
PALMEIRA DOS INDIOS;07/01/2024;900;24,2;24,4;23;81;88;79;980,9;980,9;979,8;2,1;97;5,9;155,5;0
PALMEIRA DOS INDIOS;07/01/2024;1000;26,6;26,6;24,1;70;82;70;981,5;981,5;980,9;2;50;5,7;1005,5;0
PALMEIRA DOS INDIOS;07/01/2024;1100;28,6;28,7;26,5;64;71;63;981,8;981,8;981,4;3,4;67;6,3;1930,8;0
PALMEIRA DOS INDIOS;07/01/2024;1200;30;30,5;28,6;52;64;52;982,1;982,1;981,8;4,2;72;7,6;2731,7;0
PALMEIRA DOS INDIOS;07/01/2024;1300;31,4;32,6;29,7;46;55;45;981,7;982,1;981,6;4,1;69;8,2;3351,8;0
PALMEIRA DOS INDIOS;07/01/2024;1400;33,7;33,8;31,4;42;51;41;981;981,7;981;4,1;62;8,8;3710;0
PALMEIRA DOS INDIOS;07/01/2024;1500;35,4;35,5;33,3;34;43;34;980,2;981;980,1;3,9;65;9;3806,9;0
PALMEIRA DOS INDIOS;07/01/2024;1600;35,8;36,2;34,8;32;37;32;979,2;980,2;979,2;4,1;101;9,3;3646;0
PALMEIRA DOS INDIOS;07/01/2024;1700;36,8;37;35,5;28;32;23;978,4;979,3;978,4;3,7;68;10;3283,1;0
PALMEIRA DOS INDIOS;07/01/2024;1800;36,9;37;35,6;30;30;24;978,1;978,4;978;3;67;8,3;2638;0
PALMEIRA DOS INDIOS;07/01/2024;1900;35,6;36,9;35,5;30;30;27;978,3;978,3;978,1;3,6;68;8,1;1851;0
PALMEIRA DOS INDIOS;07/01/2024;2000;33,8;35,7;33,7;41;41;29;978,9;978,9;978,2;3,6;66;7,7;878,9;0
PALMEIRA DOS INDIOS;07/01/2024;2100;30,7;33,9;30,7;55;55;41;979,6;979,6;978,9;3,1;66;7,7;133;0
PALMEIRA DOS INDIOS;07/01/2024;2200;28,1;30,7;28,1;69;69;55;980,6;980,6;979,6;2,5;67;6,1;;0
PALMEIRA DOS INDIOS;07/01/2024;2300;26,4;28,1;26,4;78;78;69;981,4;981,4;980,6;2,5;67;6,6;;0
PALMEIRA DOS INDIOS;08/01/2024;0;25,1;26,4;25,1;85;85;78;981,9;981,9;981,4;3,5;76;6;;0
PALMEIRA DOS INDIOS;08/01/2024;100;24,2;25,1;24,2;90;90;85;982,2;982,2;981,9;3,4;59;6,5;;0
PALMEIRA DOS INDIOS;08/01/2024;200;24;24,2;24;91;91;90;982;982,2;982;2;104;7,7;;0
PALMEIRA DOS INDIOS;08/01/2024;300;23,9;24;23,7;92;93;91;981,3;982;981,2;2,8;57;5,2;;0
PALMEIRA DOS INDIOS;08/01/2024;400;23,8;24;23,4;90;93;90;980,9;981,3;980,9;2,8;127;5,2;;0
PALMEIRA DOS INDIOS;08/01/2024;500;23,4;23,9;23,4;90;91;88;980,6;981;980,6;1,8;125;4,2;;0
PALMEIRA DOS INDIOS;08/01/2024;600;23,3;23,6;23,3;88;90;87;980,4;980,6;980,2;1,6;50;3,5;;0
PALMEIRA DOS INDIOS;08/01/2024;700;23,7;23,7;23;88;90;88;980,7;980,7;980,4;1;18;4;;0
PALMEIRA DOS INDIOS;08/01/2024;800;23,1;23,8;23;89;90;87;980,9;980,9;980,6;1,8;105;4,6;;0
PALMEIRA DOS INDIOS;08/01/2024;900;23,8;23,8;22,7;86;90;86;981,8;981,8;980,9;0;62;3,7;138,2;0
PALMEIRA DOS INDIOS;08/01/2024;1000;26,9;26,9;23,8;72;87;72;982,1;982,2;981,8;0,6;309;1,8;948,1;0
PALMEIRA DOS INDIOS;08/01/2024;1100;29,3;29,3;26,9;57;72;57;982,2;982,3;982,1;1,1;104;3,8;1855,2;0
PALMEIRA DOS INDIOS;08/01/2024;1200;31,3;31,9;29,3;45;59;44;981,9;982,4;981,9;1,5;106;3,9;2652,1;0
PALMEIRA DOS INDIOS;08/01/2024;1300;32,9;34,1;31,3;38;46;36;981,3;981,9;981,3;1,5;121;3,9;2773,8;0
PALMEIRA DOS INDIOS;08/01/2024;1400;35,3;35,3;32,8;33;38;32;980,5;981,3;980,5;1,6;46;5;3579,7;0
PALMEIRA DOS INDIOS;08/01/2024;1500;36,8;36,8;34,6;30;33;30;979,8;980,5;979,8;1,9;103;5,8;3733;0
PALMEIRA DOS INDIOS;08/01/2024;1600;37,5;37,6;35,6;30;31;29;978,6;979,8;978,6;1,5;67;5,3;2942;0
PALMEIRA DOS INDIOS;08/01/2024;1700;36,5;38,4;36,5;30;30;29;977,9;978,6;977,9;2,2;130;6,8;3394,3;0
PALMEIRA DOS INDIOS;08/01/2024;1800;36;37,7;35,8;34;34;30;977,7;977,9;977,6;2,2;130;5,9;1305,9;0
PALMEIRA DOS INDIOS;08/01/2024;1900;33,7;36,3;33,7;55;55;34;978,2;978,2;977,6;5;63;10,7;1424,8;0
PALMEIRA DOS INDIOS;08/01/2024;2000;31,3;33,7;31,3;66;66;55;979,2;979,2;978,2;4,2;65;9,4;762,1;0
PALMEIRA DOS INDIOS;08/01/2024;2100;28,6;31,3;28,6;76;76;66;980;980;979,2;4,3;66;8,8;150,9;0
PALMEIRA DOS INDIOS;08/01/2024;2200;27,6;28,6;27,6;80;80;76;980,9;980,9;980;3;71;8,6;;0
PALMEIRA DOS INDIOS;08/01/2024;2300;26,7;27,6;26,7;87;87;80;981,8;981,8;981;5,3;131;8,2;;0
PALMEIRA DOS INDIOS;09/01/2024;0;26,4;26,7;26,4;88;88;87;982,1;982,1;981,8;3,6;87;8,2;;0
PALMEIRA DOS INDIOS;09/01/2024;100;26,1;26,4;26,1;91;91;88;982;982,1;982;3,4;110;6,8;;0
PALMEIRA DOS INDIOS;09/01/2024;200;26,4;26,5;26,1;88;91;88;981,8;982;981,7;4,2;106;7,1;;0
PALMEIRA DOS INDIOS;09/01/2024;300;25,8;26,5;25,8;90;90;87;980,9;981,8;980,9;3,5;103;7;;0
PALMEIRA DOS INDIOS;09/01/2024;400;25,5;25,8;25,5;91;91;90;980,4;981;980,4;4,1;121;7,3;;0
PALMEIRA DOS INDIOS;09/01/2024;500;25,1;25,5;25,1;90;91;90;980,2;980,4;980,2;1,7;139;6,2;;0
PALMEIRA DOS INDIOS;09/01/2024;600;25,5;25,6;25,1;84;90;84;980,4;980,4;980,2;1,4;122;5,2;;0
PALMEIRA DOS INDIOS;09/01/2024;700;25,4;25,5;25,3;82;85;82;981;981;980,3;1,7;122;5,1;;0
PALMEIRA DOS INDIOS;09/01/2024;800;25,5;25,5;25,4;82;83;82;981,8;981,8;981;0,7;43;5,1;;0
PALMEIRA DOS INDIOS;09/01/2024;900;26;26;25,5;81;83;81;982;982;981,7;0,7;44;3,2;67,7;0
PALMEIRA DOS INDIOS;09/01/2024;1000;27,2;28;26;76;81;74;982,5;982,5;982;1,5;69;3,5;842,7;0
PALMEIRA DOS INDIOS;09/01/2024;1100;29,5;29,6;27,1;69;77;68;982,5;982,6;982,4;2,1;56;7,9;1295,4;0
PALMEIRA DOS INDIOS;09/01/2024;1200;31,9;31,9;29,5;58;69;58;982,2;982,5;982,2;3,2;47;7,2;2528,8;0
PALMEIRA DOS INDIOS;09/01/2024;1300;32,7;33,7;31,9;53;58;51;981,8;982,2;981,8;1,8;67;6,1;3255,9;0
PALMEIRA DOS INDIOS;09/01/2024;1400;33,7;34,4;32,3;48;53;48;981,4;981,8;981,4;2,2;96;4,3;2179;0
PALMEIRA DOS INDIOS;09/01/2024;1500;33;34;32,8;51;52;48;981;981,4;980,9;2;66;6,5;1271,2;0
PALMEIRA DOS INDIOS;09/01/2024;1600;33,5;34,8;32,7;51;52;48;980;981;980;1,4;63;5,6;2020,2;0
PALMEIRA DOS INDIOS;09/01/2024;1700;33,8;34,3;33,3;50;51;47;979,3;980;979,3;2,2;100;7,3;1568,7;0
PALMEIRA DOS INDIOS;09/01/2024;1800;32,7;34,7;32,7;56;56;49;979,1;979,3;978,9;3,2;65;6,4;1337,6;0
PALMEIRA DOS INDIOS;09/01/2024;1900;29,9;32,6;29,7;66;69;56;979;979,2;978,8;1,6;31;6,8;339,6;0
PALMEIRA DOS INDIOS;09/01/2024;2000;27,6;30,1;27,6;77;79;66;979,9;980;979;2,5;59;5,5;129,5;0
PALMEIRA DOS INDIOS;09/01/2024;2100;27;27,6;27;82;82;77;979,8;980;979,7;1,8;58;5,8;57;0
PALMEIRA DOS INDIOS;09/01/2024;2200;27,7;27,7;27;85;86;82;980,3;980,3;979,8;4;58;6,9;;0
PALMEIRA DOS INDIOS;09/01/2024;2300;27;27,7;27;87;87;85;981;981;980,3;3,8;123;6,9;;0
PALMEIRA DOS INDIOS;10/01/2024;0;26,5;27;26,5;87;88;87;981,6;981,6;981;3;141;6,8;;0
PALMEIRA DOS INDIOS;10/01/2024;100;26,2;26,5;26,2;89;89;87;981,4;981,6;981,4;3,1;143;6,9;;0
PALMEIRA DOS INDIOS;10/01/2024;200;26;26,2;26;90;90;89;980,9;981,4;980,9;3,7;79;7,3;;0
PALMEIRA DOS INDIOS;10/01/2024;300;25,5;26;25,5;91;91;90;980,1;981;980,1;3,1;141;7,6;;0
PALMEIRA DOS INDIOS;10/01/2024;400;25;25,5;25;91;92;90;979,5;980,1;979,5;2,4;172;5,5;;0
PALMEIRA DOS INDIOS;10/01/2024;500;24,7;25,1;24,7;92;92;90;979,2;979,5;979,1;3,5;116;6,1;;0
PALMEIRA DOS INDIOS;10/01/2024;600;24,4;24,7;24,4;95;95;92;979,6;979,6;979,2;2,2;163;5,7;;0
PALMEIRA DOS INDIOS;10/01/2024;700;23,9;24,4;23,9;97;97;95;980;980;979,5;1,3;124;4,5;;0
PALMEIRA DOS INDIOS;10/01/2024;800;23,8;23,9;23,7;98;98;97;980,7;980,7;980;0;23;2,1;;0
PALMEIRA DOS INDIOS;10/01/2024;900;24,6;24,6;23,5;95;98;95;981,3;981,3;980,7;0;72;1,3;119,6;0
PALMEIRA DOS INDIOS;10/01/2024;1000;27,4;27,5;24,6;78;95;78;981,5;981,5;981,2;1,4;97;3,8;879;0
PALMEIRA DOS INDIOS;10/01/2024;1100;28,7;28,9;27,2;72;79;72;981,6;981,7;981,5;3,2;52;6,2;1759,2;0
PALMEIRA DOS INDIOS;10/01/2024;1200;30,6;30,9;28,5;64;73;64;981,7;981,7;981,6;2,3;76;6,2;1743,5;0
PALMEIRA DOS INDIOS;10/01/2024;1300;30,5;30,6;29,7;63;67;63;981,7;981,8;981,7;2,3;59;5,7;1290,8;0
PALMEIRA DOS INDIOS;10/01/2024;1400;32,7;32,7;30,5;56;63;55;981,1;981,7;981,1;3,2;65;6,4;1880,4;0
PALMEIRA DOS INDIOS;10/01/2024;1500;32;33,2;31,8;58;58;54;980,5;981,1;980,5;2,3;42;6,6;1694,8;0
PALMEIRA DOS INDIOS;10/01/2024;1600;31,8;32,3;31,4;66;66;58;979,9;980,5;979,9;3,9;64;6,8;1289;0
PALMEIRA DOS INDIOS;10/01/2024;1700;30,4;31,8;29,3;72;82;66;979,2;980;979,2;4,8;64;8,6;1793;0,6
PALMEIRA DOS INDIOS;10/01/2024;1800;30,7;31,9;30,4;68;73;64;979;979,2;979;4,6;44;8,8;2272,3;0
PALMEIRA DOS INDIOS;10/01/2024;1900;29,7;31,5;29,6;70;70;65;979,4;979,4;979;3,5;59;8,4;931,6;0
PALMEIRA DOS INDIOS;10/01/2024;2000;28,6;29,8;28,6;74;74;69;980;980;979,3;3,3;58;7,3;236,1;0
PALMEIRA DOS INDIOS;10/01/2024;2100;27,6;28,6;27,6;78;78;74;980;980,1;979,9;4,4;132;7,8;29,2;0
PALMEIRA DOS INDIOS;10/01/2024;2200;26,6;27,6;26,6;81;81;78;980,3;980,3;980;5;79;9;;0
PALMEIRA DOS INDIOS;10/01/2024;2300;25,9;26,6;25,9;87;87;81;981;981;980,3;4,5;85;9;;0
PALMEIRA DOS INDIOS;11/01/2024;0;25,7;25,9;25,7;86;87;86;981,7;981,7;981;3,6;118;8,1;;0
PALMEIRA DOS INDIOS;11/01/2024;100;25,4;25,7;25,4;88;88;86;982;982,1;981,7;3,2;114;7,8;;0
PALMEIRA DOS INDIOS;11/01/2024;200;25,2;25,4;25,1;90;90;88;981,6;982;981,6;3,7;66;6;;0
PALMEIRA DOS INDIOS;11/01/2024;300;24,7;25,2;24,7;94;94;90;981;981,6;981;2,8;132;7,8;;0
PALMEIRA DOS INDIOS;11/01/2024;400;23,7;24,7;23,7;;100;94;980,6;981;980,6;3,4;144;5,7;;0
PALMEIRA DOS INDIOS;11/01/2024;500;23,8;23,8;23,4;;;;980,4;980,8;980,4;2,3;80;5,5;;0
PALMEIRA DOS INDIOS;11/01/2024;600;23,9;24,1;23,8;96;100;96;980,3;980,4;980,1;3,1;96;5,7;;0
PALMEIRA DOS INDIOS;11/01/2024;700;23,4;23,9;23,2;100;;;980,3;980,3;980,1;2,4;331;6;;0
PALMEIRA DOS INDIOS;11/01/2024;800;23,8;23,9;23,4;95;100;95;981,1;981,1;980,3;2,5;337;4,8;;0
PALMEIRA DOS INDIOS;11/01/2024;900;23,9;23,9;23,8;96;96;95;981,7;981,7;981,1;2,3;184;4,5;84;0
PALMEIRA DOS INDIOS;11/01/2024;1000;25,9;25,9;23,9;86;96;86;982,1;982,1;981,7;2,6;38;5,6;577,3;0
PALMEIRA DOS INDIOS;11/01/2024;1100;28,5;28,5;25,7;74;86;74;982,4;982,5;982,1;3,3;45;6,4;1539;0
PALMEIRA DOS INDIOS;11/01/2024;1200;28,2;30,1;27,4;71;76;66;982,4;982,4;982,2;3,1;134;6,4;1867,8;0
PALMEIRA DOS INDIOS;11/01/2024;1300;28,9;28,9;27,8;72;76;71;982,3;982,4;982,3;2,4;59;6,4;1114,3;0
PALMEIRA DOS INDIOS;11/01/2024;1400;29,8;31;28,7;69;73;67;982;982,3;982;3,6;62;7,5;3252,7;0
PALMEIRA DOS INDIOS;11/01/2024;1500;30,9;31,5;29,4;61;70;61;981,4;982;981,4;3,2;61;7,2;3392,7;0
PALMEIRA DOS INDIOS;11/01/2024;1600;28,9;31,2;28,7;74;74;62;981;981,4;980,9;5,6;60;10,3;2070,3;0
PALMEIRA DOS INDIOS;11/01/2024;1700;28,1;29,3;27,7;73;75;72;980,7;981,2;980,7;4,1;62;10,3;1406,4;0
PALMEIRA DOS INDIOS;11/01/2024;1800;27,6;28,7;27,2;79;79;72;980,5;980,7;980,4;4,1;62;7,9;1488,3;0
PALMEIRA DOS INDIOS;11/01/2024;1900;26,8;27,7;26,4;74;79;73;980,7;980,8;980,5;2,8;67;7,6;639,3;0
PALMEIRA DOS INDIOS;11/01/2024;2000;26,1;26,8;26;84;84;74;980,6;980,7;980,6;2,8;70;6,3;268,8;0
PALMEIRA DOS INDIOS;11/01/2024;2100;25,5;26,2;25,5;83;84;78;980,3;980,7;980,3;2,8;351;6,2;88,3;0
PALMEIRA DOS INDIOS;11/01/2024;2200;25,2;25,5;25,1;85;85;82;980,4;980,4;980,2;2,3;71;5,6;;0
PALMEIRA DOS INDIOS;11/01/2024;2300;24,9;25,3;24,9;88;89;85;980,7;980,7;980,4;2,9;104;5,3;;0
PALMEIRA DOS INDIOS;12/01/2024;0;24,1;24,9;24,1;93;93;88;981,3;981,3;980,7;2,1;85;5,3;;0
PALMEIRA DOS INDIOS;12/01/2024;100;23,8;24,1;23,8;95;95;93;981,1;981,5;981,1;2,7;122;4,4;;0
PALMEIRA DOS INDIOS;12/01/2024;200;23,6;23,8;23,6;95;96;95;980,5;981,1;980,5;2,6;66;4,7;;0
PALMEIRA DOS INDIOS;12/01/2024;300;23,3;23,6;23,2;96;97;95;980,5;980,6;980,5;1,5;151;4,7;;0
PALMEIRA DOS INDIOS;12/01/2024;400;22,9;23,3;22,9;98;98;96;980,1;980,5;980;1,2;152;3,6;;0
PALMEIRA DOS INDIOS;12/01/2024;500;22,3;22,9;22,3;;;;979,8;980,1;979,7;1,4;157;3,2;;0
PALMEIRA DOS INDIOS;12/01/2024;600;21,7;22,3;21,7;;;;979,9;980;979,8;0,4;140;2,4;;0
PALMEIRA DOS INDIOS;12/01/2024;700;21,2;21,7;21,2;;;;980,1;980,1;979,9;1,1;153;1,6;;0
PALMEIRA DOS INDIOS;12/01/2024;800;21,1;21,2;21,1;;;;981;981;980,1;0;146;1,6;;0
PALMEIRA DOS INDIOS;12/01/2024;900;21,9;21,9;20,9;;;;981,6;981,6;981;0,1;146;1;133,8;0
PALMEIRA DOS INDIOS;12/01/2024;1000;25,3;25,3;21,9;86;100;86;981,9;981,9;981,6;2,5;131;4,2;934,8;0
PALMEIRA DOS INDIOS;12/01/2024;1100;28,1;28,3;25,4;65;87;65;981,8;981,9;981,7;2,8;110;5,7;1867,2;0
PALMEIRA DOS INDIOS;12/01/2024;1200;30;30,1;27,8;55;66;53;982;982;981,8;2,9;28;6,1;2680,3;0
PALMEIRA DOS INDIOS;12/01/2024;1300;31,7;31,9;29,3;46;58;46;981,8;982;981,8;3,3;64;6,6;3236,7;0
PALMEIRA DOS INDIOS;12/01/2024;1400;31,5;32,4;30,6;49;51;45;981,1;981,8;981;3,1;69;8,1;3513,9;0
PALMEIRA DOS INDIOS;12/01/2024;1500;32,6;33,2;31;44;51;43;980,4;981,1;980,4;3,2;68;7;3078,9;0
